x,y,z,dynamic pressure
0,0.1,0.38,1.98E-01
0,0.1,0.39,2.03E-01
0,0.1,0.4,2.11E-01
0,0.1,0.41,2.21E-01
0,0.1,0.42,2.34E-01
0,0.1,0.43,2.49E-01
0,0.1,0.44,2.67E-01
0,0.1,0.45,2.85E-01
0,0.1,0.46,3.03E-01
0,0.1,0.47,3.20E-01
0,0.1,0.48,3.35E-01
0,0.1,0.49,3.42E-01
0,0.11,0,2.45E+00
0,0.11,0.01,2.24E+00
0,0.11,0.02,1.95E+00
0,0.11,0.03,1.72E+00
0,0.11,0.04,1.49E+00
0,0.11,0.05,1.30E+00
0,0.11,0.06,1.14E+00
0,0.11,0.07,1.01E+00
0,0.11,0.08,9.10E-01
0,0.11,0.09,8.35E-01
0,0.11,0.1,7.79E-01
0,0.11,0.11,7.37E-01
0,0.11,0.12,7.03E-01
0,0.11,0.13,6.74E-01
0,0.11,0.14,6.47E-01
0,0.11,0.15,6.19E-01
0,0.11,0.16,5.90E-01
0,0.11,0.17,5.60E-01
0,0.11,0.18,5.28E-01
0,0.11,0.19,4.95E-01
0,0.11,0.2,4.62E-01
0,0.11,0.21,4.31E-01
0,0.11,0.22,4.00E-01
0,0.11,0.23,3.74E-01
0,0.11,0.24,3.50E-01
0,0.11,0.25,3.30E-01
0,0.11,0.26,3.12E-01
0,0.11,0.27,2.96E-01
0,0.11,0.28,2.82E-01
0,0.11,0.29,2.69E-01
0,0.11,0.3,2.57E-01
0,0.11,0.31,2.46E-01
0,0.11,0.32,2.36E-01
0,0.11,0.33,2.26E-01
0,0.11,0.34,2.19E-01
0,0.11,0.35,2.13E-01
0,0.11,0.36,2.09E-01
0,0.11,0.37,2.09E-01
0,0.11,0.38,2.11E-01
0,0.11,0.39,2.16E-01
0,0.11,0.4,2.24E-01
0,0.11,0.41,2.36E-01
0,0.11,0.42,2.51E-01
0,0.11,0.43,2.69E-01
0,0.11,0.44,2.88E-01
0,0.11,0.45,3.10E-01
0,0.11,0.46,3.31E-01
0,0.11,0.47,3.51E-01
0,0.11,0.48,3.69E-01
0,0.11,0.49,3.78E-01
0,0.12,0,2.44E+00
0,0.12,0.01,2.22E+00
0,0.12,0.02,1.93E+00
0,0.12,0.03,1.70E+00
0,0.12,0.04,1.48E+00
0,0.12,0.05,1.30E+00
0,0.12,0.06,1.15E+00
0,0.12,0.07,1.04E+00
0,0.12,0.08,9.50E-01
0,0.12,0.09,8.83E-01
0,0.12,0.1,8.30E-01
0,0.12,0.11,7.88E-01
0,0.12,0.12,7.53E-01
0,0.12,0.13,7.19E-01
0,0.12,0.14,6.86E-01
0,0.12,0.15,6.52E-01
0,0.12,0.16,6.17E-01
0,0.12,0.17,5.80E-01
0,0.12,0.18,5.44E-01
0,0.12,0.19,5.07E-01
0,0.12,0.2,4.72E-01
0,0.12,0.21,4.40E-01
0,0.12,0.22,4.11E-01
0,0.12,0.23,3.87E-01
0,0.12,0.24,3.66E-01
0,0.12,0.25,3.48E-01
0,0.12,0.26,3.33E-01
0,0.12,0.27,3.20E-01
0,0.12,0.28,3.07E-01
0,0.12,0.29,2.95E-01
0,0.12,0.3,2.81E-01
0,0.12,0.31,2.69E-01
0,0.12,0.32,2.57E-01
0,0.12,0.33,2.46E-01
0,0.12,0.34,2.36E-01
0,0.12,0.35,2.29E-01
0,0.12,0.36,2.24E-01
0,0.12,0.37,2.22E-01
0,0.12,0.38,2.24E-01
0,0.12,0.39,2.29E-01
0,0.12,0.4,2.39E-01
0,0.12,0.41,2.51E-01
0,0.12,0.42,2.68E-01
0,0.12,0.43,2.88E-01
0,0.12,0.44,3.10E-01
0,0.12,0.45,3.34E-01
0,0.12,0.46,3.59E-01
0,0.12,0.47,3.82E-01
0,0.12,0.48,4.03E-01
0,0.12,0.49,4.13E-01
0,0.13,0,2.32E+00
0,0.13,0.01,2.12E+00
0,0.13,0.02,1.84E+00
0,0.13,0.03,1.65E+00
0,0.13,0.04,1.44E+00
0,0.13,0.05,1.30E+00
0,0.13,0.06,1.17E+00
0,0.13,0.07,1.07E+00
0,0.13,0.08,9.95E-01
0,0.13,0.09,9.34E-01
0,0.13,0.1,8.83E-01
0,0.13,0.11,8.38E-01
0,0.13,0.12,7.96E-01
0,0.13,0.13,7.55E-01
0,0.13,0.14,7.14E-01
0,0.13,0.15,6.73E-01
0,0.13,0.16,6.31E-01
0,0.13,0.17,5.89E-01
0,0.13,0.18,5.48E-01
0,0.13,0.19,5.10E-01
0,0.13,0.2,4.75E-01
0,0.13,0.21,4.45E-01
0,0.13,0.22,4.21E-01
0,0.13,0.23,4.00E-01
0,0.13,0.24,3.84E-01
0,0.13,0.25,3.71E-01
0,0.13,0.26,3.59E-01
0,0.13,0.27,3.47E-01
0,0.13,0.28,3.35E-01
0,0.13,0.29,3.23E-01
0,0.13,0.3,3.09E-01
0,0.13,0.31,2.94E-01
0,0.13,0.32,2.79E-01
0,0.13,0.33,2.66E-01
0,0.13,0.34,2.54E-01
0,0.13,0.35,2.44E-01
0,0.13,0.36,2.38E-01
0,0.13,0.37,2.36E-01
0,0.13,0.38,2.37E-01
0,0.13,0.39,2.42E-01
0,0.13,0.4,2.52E-01
0,0.13,0.41,2.66E-01
0,0.13,0.42,2.84E-01
0,0.13,0.43,3.06E-01
0,0.13,0.44,3.30E-01
0,0.13,0.45,3.56E-01
0,0.13,0.46,3.83E-01
0,0.13,0.47,4.10E-01
0,0.13,0.48,4.33E-01
0,0.13,0.49,4.44E-01
0,0.14,0,2.14E+00
0,0.14,0.01,1.96E+00
0,0.14,0.02,1.72E+00
0,0.14,0.03,1.57E+00
0,0.14,0.04,1.41E+00
0,0.14,0.05,1.29E+00
0,0.14,0.06,1.19E+00
0,0.14,0.07,1.11E+00
0,0.14,0.08,1.05E+00
0,0.14,0.09,9.88E-01
0,0.14,0.1,9.35E-01
0,0.14,0.11,8.82E-01
0,0.14,0.12,8.31E-01
0,0.14,0.13,7.80E-01
0,0.14,0.14,7.29E-01
0,0.14,0.15,6.80E-01
0,0.14,0.16,6.31E-01
0,0.14,0.17,5.86E-01
0,0.14,0.18,5.45E-01
0,0.14,0.19,5.07E-01
0,0.14,0.2,4.76E-01
0,0.14,0.21,4.51E-01
0,0.14,0.22,4.32E-01
0,0.14,0.23,4.17E-01
0,0.14,0.24,4.07E-01
0,0.14,0.25,3.98E-01
0,0.14,0.26,3.89E-01
0,0.14,0.27,3.79E-01
0,0.14,0.28,3.67E-01
0,0.14,0.29,3.53E-01
0,0.14,0.3,3.37E-01
0,0.14,0.31,3.20E-01
0,0.14,0.32,3.01E-01
0,0.14,0.33,2.85E-01
0,0.14,0.34,2.71E-01
0,0.14,0.35,2.58E-01
0,0.14,0.36,2.51E-01
0,0.14,0.37,2.48E-01
0,0.14,0.38,2.49E-01
0,0.14,0.39,2.54E-01
0,0.14,0.4,2.64E-01
0,0.14,0.41,2.79E-01
0,0.14,0.42,2.98E-01
0,0.14,0.43,3.21E-01
0,0.14,0.44,3.47E-01
0,0.14,0.45,3.75E-01
0,0.14,0.46,4.05E-01
0,0.14,0.47,4.32E-01
0,0.14,0.48,4.58E-01
0,0.14,0.49,4.70E-01
0,0.15,0,1.92E+00
0,0.15,0.01,1.78E+00
0,0.15,0.02,1.61E+00
0,0.15,0.03,1.50E+00
0,0.15,0.04,1.38E+00
0,0.15,0.05,1.30E+00
0,0.15,0.06,1.22E+00
0,0.15,0.07,1.17E+00
0,0.15,0.08,1.10E+00
0,0.15,0.09,1.04E+00
