Node Number,x,y,z,Dynamic Pressure
12733.0,0.296,0.112,0.,3.84
13665.0,0.306,0.112,0.,3.63
14641.0,0.316,0.112,0.,3.28
15662.0,0.327,0.112,0.,2.85
16729.0,0.337,0.112,0.,2.38
17843.0,0.347,0.112,0.,1.92
19005.0,0.357,0.112,0.,1.49
20216.0,0.367,0.112,0.,1.12
21477.0,0.378,0.112,0.,0.803
22789.0,0.388,0.112,0.,0.547
24153.0,0.398,0.112,0.,0.351
25566.0,0.408,0.112,0.,0.21
27021.0,0.418,0.112,0.,0.115
28518.0,0.429,0.112,0.,0.0561
30055.0,0.439,0.112,0.,0.0224
31630.0,0.449,0.112,0.,0.00788
33241.0,0.459,0.112,0.,0.00411
34886.0,0.469,0.112,0.,0.00282
36563.0,0.48,0.112,0.,0.00189
38270.0,0.49,0.112,0.,0.0011
40005.0,0.5,0.112,0.,0.000684
542.0,0.,0.122,0.,0.000361
540.0,0.010,0.122,0.,0.000569
664.0,0.02,0.122,0.,0.00204
802.0,0.031,0.122,0.,0.00721
958.0,0.041,0.122,0.,0.02
1133.0,0.051,0.122,0.,0.0453
1328.0,0.061,0.122,0.,0.09
1544.0,0.071,0.122,0.,0.163
1782.0,0.082,0.122,0.,0.276
2043.0,0.092,0.122,0.,0.434
2328.0,0.102,0.122,0.,0.641
2638.0,0.112,0.122,0.,0.893
2974.0,0.122,0.122,0.,1.18
3337.0,0.133,0.122,0.,1.49
3728.0,0.143,0.122,0.,1.82
4148.0,0.153,0.122,0.,2.13
4598.0,0.163,0.122,0.,2.41
5079.0,0.173,0.122,0.,2.65
5592.0,0.184,0.122,0.,2.84
6138.0,0.194,0.122,0.,2.98
6718.0,0.204,0.122,0.,3.12
7333.0,0.214,0.122,0.,3.3
7984.0,0.225,0.122,0.,3.58
8672.0,0.235,0.122,0.,3.97
9398.0,0.245,0.122,0.,4.47
10163.0,0.255,0.122,0.,5.03
10968.0,0.265,0.122,0.,5.54
11814.0,0.276,0.122,0.,5.9
12702.0,0.286,0.122,0.,6.03
13633.0,0.296,0.122,0.,5.87
14608.0,0.306,0.122,0.,5.45
15628.0,0.316,0.122,0.,4.83
16694.0,0.327,0.122,0.,4.09
17807.0,0.337,0.122,0.,3.33
18968.0,0.347,0.122,0.,2.63
20178.0,0.357,0.122,0.,2.01
21438.0,0.367,0.122,0.,1.49
